-2000,-2000,-2000,-753,1548,1571
-1132,-1132,-1132,-620,1999,868
-500,-500,-500,-468,1999,67
-64,-64,-64,-211,1999,-1055
-623,-623,-623,506,1999,-473
-2000,-2000,-2000,1218,1999,1951
-2000,-2000,-2000,1237,1999,1999
-2000,-2000,-2000,1146,1815,1999
-1988,-1988,-1988,290,-334,1580
-569,-569,-569,268,-1364,474
-283,-283,-283,739,-2000,1999
396,396,396,-32,-2000,1697
-857,-857,-857,-323,-968,1999
-2000,-2000,-2000,-655,515,1999
-2000,-2000,-2000,-1002,1016,1999
-2000,-2000,-2000,-924,1662,1999
-2000,-2000,-2000,-874,1999,1456
-828,-828,-828,-689,1999,454
-78,-78,-78,-488,1999,-798
116,116,116,-2,1999,-1437
-1366,-1366,-1366,892,1999,66
-2000,-2000,-2000,1600,1999,1999
-2000,-2000,-2000,1042,1999,1999
-2000,-2000,-2000,965,698,1999
-734,-734,-734,271,418,841
273,273,273,596,-1526,1999
-358,-358,-358,390,-2000,1999
-255,-255,-255,-521,-2000,965
-1832,-1832,-1832,-164,-364,1999
-1588,-1588,-1588,-613,495,1999
-2000,-2000,-2000,-836,1091,1999
-2000,-2000,-2000,-973,1999,1999
-2000,-2000,-2000,-967,1999,1619
-1251,-1251,-1251,-672,1999,234
-49,-49,-49,-338,1999,-1150
91,91,91,-38,1999,-1820
-1311,-1311,-1311,497,1999,-379
-2000,-2000,-2000,1493,1999,1724
-2000,-2000,-2000,1443,1999,1999
-2000,-2000,-2000,931,1572,1999
-1311,-1311,-1311,406,378,1724
-85,-85,-85,448,-1269,1949
362,362,362,450,-2000,1999
-134,-134,-134,-277,-2000,1572
-1257,-1257,-1257,-232,-575,1999
-1651,-1651,-1651,-691,692,1999
-2000,-2000,-2000,-1147,1075,1999
-2000,-2000,-2000,-1145,1787,1999
-2000,-2000,-2000,-911,1999,1363
-490,-490,-490,-563,1999,-337
455,455,455,-168,1999,-1109
-307,-307,-307,102,1999,-1886
-1834,-1834,-1834,1131,1999,849
-2000,-2000,-2000,1851,1999,1999
-2000,-2000,-2000,1133,1999,1999
-1408,-1408,-1408,610,477,1999
-562,-562,-562,324,-457,880
-393,-393,-393,671,-1773,1999
-178,-178,-178,81,-1971,1999
-1104,-1104,-1104,-609,-848,1999
-1853,-1853,-1853,-554,681,1999
-2000,-2000,-2000,-977,1417,1999
-2000,-2000,-2000,-1149,1999,1999
-2000,-2000,-2000,-1119,1999,1999
-1091,-1091,-1091,-899,1999,14
81,81,81,-603,1999,-1576
69,69,69,264,1999,-1682
-1544,-1544,-1544,948,1999,-271
-2000,-2000,-2000,1851,1999,1999
-2000,-2000,-2000,1706,1999,1999
-2000,-2000,-2000,768,1441,1999
-845,-845,-845,297,545,954
-709,-709,-709,555,-1096,1999
-198,-198,-198,222,-2000,1999
-71,-71,-71,-508,-1553,1999
-1292,-1292,-1292,-403,336,1999
-1861,-1861,-1861,-1030,1337,1999
-2000,-2000,-2000,-1222,1857,1999
-2000,-2000,-2000,-1194,1999,1999
-1834,-1834,-1834,-1006,1999,837
-286,-286,-286,-639,1999,-1256
692,692,692,139,1999,-1303
-439,-439,-439,426,1999,-1182
-2000,-2000,-2000,1294,1999,857
-2000,-2000,-2000,1912,1999,1999
-2000,-2000,-2000,1322,1999,1999
-1208,-1208,-1208,456,980,1999
-589,-589,-589,298,-153,1231
-1020,-1020,-1020,625,-1627,1999
199,199,199,-111,-1898,1999
-1589,-1589,-1589,-518,-160,1999
-1769,-1769,-1769,-692,1166,1999
-2000,-2000,-2000,-1053,1620,1999
-2000,-2000,-2000,-1130,1999,1999
-2000,-2000,-2000,-1231,1999,1502
-1063,-1063,-1063,-884,1999,-612
626,626,626,-203,1999,-1793
55,55,55,338,1999,-1590
-2000,-2000,-2000,1014,1999,593
-2000,-2000,-2000,1917,1999,1999
-2000,-2000,-2000,1518,1999,1999
-1185,-1185,-1185,534,1139,1999
-526,-526,-526,285,165,1413
-85,-85,-85,556,-1373,1999
-246,-246,-246,-111,-2000,1591
-538,-538,-538,-555,-1721,1835
-1526,-1526,-1526,-347,169,1999
-1453,-1453,-1453,-934,1544,1999
-2000,-2000,-2000,-1347,1966,1999
-2000,-2000,-2000,-1157,1999,1999
-1515,-1515,-1515,-941,1999,810
-129,-129,-129,-573,1999,-961
640,640,640,65,1999,-1916
-1330,-1330,-1330,714,1999,-956
-2000,-2000,-2000,1834,-2000,1756
-2000,-2000,-2000,1931,1999,1999
-1838,-1838,-1838,758,1999,1999
-870,-870,-870,219,444,1305
-628,-628,-628,348,-1523,1863
892,892,892,460,-2000,1999
305,305,305,-514,-1271,1999
-1762,-1762,-1762,-717,594,1999
-1731,-1731,-1731,-1128,1595,1999
-2000,-2000,-2000,-1248,1999,1999
-2000,-2000,-2000,-1264,1999,1999
-1269,-1269,-1269,-1047,1999,393
-90,-90,-90,-533,1999,-1223
339,339,339,4,1999,-2000
-1364,-1364,-1364,790,1999,-355
-2000,-2000,-2000,1898,1999,1917
-2000,-2000,-2000,1917,1999,1999
-485,-485,-485,1057,1849,1999
-756,-756,-756,183,616,1161
229,229,229,380,-971,1999
626,626,626,411,-2000,1999
-803,-803,-803,-505,-1981,1999
-1795,-1795,-1795,-418,624,1999
-1248,-1248,-1248,-888,1480,1999
-2000,-2000,-2000,-1209,1915,1999
-2000,-2000,-2000,-1252,1999,1999
-1784,-1784,-1784,-1124,1999,707
-434,-434,-434,-716,1999,-1379
202,202,202,246,1999,-1769
-1064,-1064,-1064,922,1999,-487
-2000,-2000,-2000,1643,1999,1913
-2000,-2000,-2000,1419,1999,1999
-2000,-2000,-2000,1673,1999,1999
-451,-451,-451,733,807,1999
4,4,4,-44,-841,1037
348,348,348,716,-1759,1999
-84,-84,-84,-534,-2000,1928
-1725,-1725,-1725,-629,-98,1999
-1364,-1364,-1364,-850,1213,1999
-2000,-2000,-2000,-1202,1870,1999
-2000,-2000,-2000,-1255,1999,1999
-1867,-1867,-1867,-1031,1999,938
-203,-203,-203,-582,1999,-1038
648,648,648,110,1999,-1764
-1231,-1231,-1231,513,1999,-686
-2000,-2000,-2000,1658,1999,1499
-2000,-2000,-2000,1972,1999,1999
-1053,-1053,-1053,1185,1971,1999
-894,-894,-894,36,487,1211
62,62,62,284,-1309,1666
8,8,8,519,-2000,1999
175,175,175,-413,-1851,1999
-1329,-1329,-1329,-430,317,1999
-1336,-1336,-1336,-848,1140,1999
-2000,-2000,-2000,-1206,1496,1999
-2000,-2000,-2000,-1231,1999,1999
-1555,-1555,-1555,-958,1999,242
-533,-533,-533,-554,1999,-1090
609,609,609,148,1999,-1481
-1091,-1091,-1091,606,1999,-446
-1823,-1823,-1823,1636,1999,1618
-2000,-2000,-2000,1926,1999,1999
-1383,-1383,-1383,872,1807,1999
-1026,-1026,-1026,138,521,1268
350,350,350,356,-937,1927
1024,1024,1024,434,-2000,1999
397,397,397,-562,-2000,1978
-1683,-1683,-1683,-677,-421,1999
-1541,-1541,-1541,-1028,1120,1999
-2000,-2000,-2000,-1351,1130,1999
-2000,-2000,-2000,-1098,1482,1999
-1677,-1677,-1677,-727,1999,1149
23,23,23,-357,1999,-330
981,981,981,-15,1999,-996
-1560,-1560,-1560,428,1999,-819
-1868,-1868,-1868,1749,1999,1772
-1677,-1677,-1677,1927,1999,1999
-1873,-1873,-1873,635,1801,1999
-1628,-1628,-1628,305,469,1270
-364,-364,-364,486,-530,1999
907,907,907,544,-2000,1999
593,593,593,-291,-2000,1999
-1016,-1016,-1016,-183,-208,1999
-1319,-1319,-1319,-776,683,1999
-2000,-2000,-2000,-1018,1143,1999
-2000,-2000,-2000,-1050,1999,1947
-1724,-1724,-1724,-900,1999,784
-413,-413,-413,-552,1999,-762
1244,1244,1244,-191,1999,-1947
-1044,-1044,-1044,267,1999,-1303
-1632,-1632,-1632,1330,1999,1123
-2000,-2000,-2000,1750,1999,1999
-2000,-2000,-2000,962,1836,1999
-890,-890,-890,397,600,1193
103,103,103,422,-276,1798
1273,1273,1273,548,-1878,1999
700,700,700,-268,-2000,1712
-359,-359,-359,-268,-337,1999
-763,-763,-763,-834,848,1999
-2000,-2000,-2000,-1207,1409,1999
-2000,-2000,-2000,-1251,1931,1893
-1445,-1445,-1445,-888,1999,-52
119,119,119,-239,1999,-678
913,913,913,234,1999,-1162
-702,-702,-702,148,1999,-1175
-1686,-1686,-1686,983,1999,983
-2000,-2000,-2000,1819,1999,1999
-1902,-1902,-1902,954,1691,1999
-1122,-1122,-1122,81,383,1019
-530,-530,-530,346,-182,1239
357,357,357,522,-1344,1999
1040,1040,1040,-124,-2000,1609
26,26,26,-366,-1008,1999
-504,-504,-504,-578,553,1999
-1680,-1680,-1680,-1076,1489,1900
-2000,-2000,-2000,-1078,1903,765
-717,-717,-717,-791,1859,-330
438,438,438,-171,1619,-392
629,629,629,72,1999,-521
-199,-199,-199,-196,1999,-1261
-1128,-1128,-1128,436,1999,342
-1148,-1148,-1148,1354,1999,1249
-1661,-1661,-1661,1126,1854,1999
-1618,-1618,-1618,241,356,1999
-292,-292,-292,284,-627,1811
423,423,423,103,-1761,901
411,411,411,-348,-2000,-24
-432,-432,-432,-147,-1471,1861
-1024,-1024,-1024,-210,-156,1999
-1272,-1272,-1272,-863,627,1397
-1911,-1911,-1911,-903,1071,638
-1308,-1308,-1308,-627,1246,66
-436,-436,-436,-245,855,-299
-143,-143,-143,-73,448,-236
-106,-106,-106,14,298,-59
-86,-86,-86,-142,167,-188
-142,-142,-142,-136,-372,-40
-585,-585,-585,110,-513,158
-722,-722,-722,74,-264,338
299,299,299,22,-189,484
891,891,891,-31,-76,467
535,535,535,-205,3,85
92,92,92,-161,-96,-120
68,68,68,-113,146,-501
1252,1252,1252,32,637,-393
1037,1037,1037,285,835,138
-1692,-1692,-1692,214,-1511,1490
-2000,-2000,-2000,-56,-2000,630
-1024,-1024,-1024,-195,-931,-396
1261,1261,1261,-18,626,-369
7,7,7,192,-527,714
-362,-362,-362,370,489,747
-21,-21,-21,368,986,304
1670,1670,1670,-63,1046,-1624
828,828,828,-521,401,-524
537,537,537,-99,-378,871
521,521,521,40,304,401
334,334,334,71,460,-305
114,114,114,60,450,-591
-1891,-1891,-1891,-115,-337,-220
-1090,-1090,-1090,-292,-1493,-1250
296,296,296,-455,-2000,-94
741,741,741,378,-1538,-384
1215,1215,1215,974,-672,-2000
518,518,518,403,402,-1694
900,900,900,105,756,-545
606,606,606,151,1339,-254
58,58,58,32,1629,106
283,283,283,-188,1385,-243
-83,-83,-83,-442,1017,-1035
-405,-405,-405,-542,699,-2000
150,150,150,-591,84,-2000
-42,-42,-42,-694,-1597,-2000
131,131,131,-760,-2000,-647
-18,-18,-18,-1147,-2000,700
-679,-679,-679,-20,-2000,665
983,983,983,1263,-2000,-970
1999,1999,1999,1320,-2000,-2000
1931,1931,1931,634,-901,-2000
1169,1169,1169,645,115,-1890
245,245,245,506,556,-1142
-773,-773,-773,-27,1241,-377
-1273,-1273,-1273,68,1471,-1105
-1625,-1625,-1625,-58,1063,-2000
-1113,-1113,-1113,-572,152,-1421
237,237,237,-788,-134,-1882
1149,1149,1149,-766,-311,-2000
1287,1287,1287,-850,-1188,-2000
1405,1405,1405,-986,-1419,-1810
937,937,937,-841,-2000,-611
1253,1253,1253,-687,-2000,1410
1418,1418,1418,57,-2000,565
1462,1462,1462,1517,-2000,-1684
1160,1160,1160,1262,-2000,-2000
763,763,763,978,-1241,-2000
523,523,523,789,50,-2000
-10,-10,-10,183,506,-1059
330,330,330,147,1117,-229
-31,-31,-31,196,1721,-307
-1050,-1050,-1050,168,1617,-1820
-2000,-2000,-2000,-103,465,-2000
-971,-971,-971,-609,-373,-1421
408,408,408,-823,-185,-1877
1000,1000,1000,-792,-148,-2000
1252,1252,1252,-840,-939,-2000
778,778,778,-812,-1286,-1538
776,776,776,-635,-2000,-814
1550,1550,1550,-692,-2000,723
866,866,866,-223,-2000,963
1036,1036,1036,1297,-2000,-1344
973,973,973,1366,-2000,-2000
-210,-210,-210,658,-463,-2000
407,407,407,678,181,-2000
77,77,77,273,729,-1537
22,22,22,-3,614,-275
-83,-83,-83,-14,878,451
-181,-181,-181,35,1517,525
-679,-679,-679,201,1965,-2000
-2000,-2000,-2000,-334,522,-861
-868,-868,-868,-575,-28,-1476
93,93,93,-814,242,-1777
509,509,509,-776,423,-2000
759,759,759,-687,-177,-1962
425,425,425,-698,-696,-1291
375,375,375,-402,-1589,-877
805,805,805,-304,-2000,311
777,777,777,-179,-1962,552
706,706,706,864,-1804,-755
658,658,658,1235,-1543,-1895
-292,-292,-292,731,-436,-2000
-52,-52,-52,485,413,-2000
216,216,216,360,920,-1748
81,81,81,76,455,-317
53,53,53,79,391,297
-100,-100,-100,91,757,798
-737,-737,-737,106,1458,12
-1616,-1616,-1616,207,1264,-1593
-1524,-1524,-1524,-483,312,-453
-411,-411,-411,-478,156,-1167
22,22,22,-631,409,-1886
380,380,380,-514,410,-2000
523,523,523,-526,-302,-1451
416,416,416,-502,-900,-968
815,815,815,-348,-1651,-296
1024,1024,1024,-374,-1736,553
611,611,611,198,-1612,204
433,433,433,1020,-1530,-730
409,409,409,1119,-1276,-1707
-266,-266,-266,568,-336,-2000
-345,-345,-345,423,119,-2000
-144,-144,-144,595,451,-1965
35,35,35,107,346,-696
123,123,123,-242,257,106
353,353,353,-229,375,710
497,497,497,20,872,413
31,31,31,315,1635,-1084
-138,-138,-138,-272,1065,-414
-764,-764,-764,-690,295,-233
-957,-957,-957,-504,71,-534
-628,-628,-628,-496,294,-1413
-10,-10,-10,-502,771,-1968
312,312,312,-448,-9,-1524
310,310,310,-516,-504,-820
481,481,481,-307,-916,-593
581,581,581,-272,-1137,-83
372,372,372,-219,-896,150
194,194,194,191,-841,52
125,125,125,476,-716,-115
259,259,259,693,-697,-632
331,331,331,761,-206,-1744
-139,-139,-139,372,739,-2000
-11,-11,-11,417,876,-1830
35,35,35,166,215,-533
22,22,22,-211,127,225
74,74,74,-112,176,493
68,68,68,28,536,781
-256,-256,-256,191,1251,383
-565,-565,-565,186,1147,-564
-624,-624,-624,-428,586,-205
-748,-748,-748,-578,209,-159
-619,-619,-619,-401,401,-473
-282,-282,-282,-319,1069,-1284
320,320,320,-204,506,-1677
245,245,245,-508,-26,-848
111,111,111,-389,-433,-529
179,179,179,-136,-696,-407
313,313,313,-100,-777,-98
300,300,300,-82,-568,60
254,254,254,121,-479,39
182,182,182,297,-439,-38
149,149,149,434,-416,-270
154,154,154,598,-372,-920
-89,-89,-89,601,615,-2000
78,78,78,505,1107,-2000
8,8,8,102,332,-635
-17,-17,-17,-310,68,177
35,35,35,-165,7,439
80,80,80,29,198,838
-68,-68,-68,180,567,571
-609,-609,-609,382,1024,-171
-628,-628,-628,50,510,-398
-611,-611,-611,-506,140,59
-666,-666,-666,-431,52,-6
-479,-479,-479,-234,331,-98
-398,-398,-398,-160,1231,-1357
168,168,168,-67,510,-1746
106,106,106,-459,54,-787
152,152,152,-368,-256,-474
242,242,242,-132,-525,-442
308,308,308,-96,-657,-277
333,333,333,-166,-556,7
286,286,286,-103,-463,193
188,188,188,130,-476,121
81,81,81,353,-455,-104
206,206,206,499,-612,-422
231,231,231,698,701,-2000
221,221,221,881,1073,-2000
-159,-159,-159,-278,309,-439
-93,-93,-93,-286,109,67
37,37,37,-23,68,212
-45,-45,-45,4,120,461
-273,-273,-273,60,333,653
-546,-546,-546,56,597,497
-651,-651,-651,65,582,61
-572,-572,-572,-146,378,-137
-449,-449,-449,-345,318,-185
-215,-215,-215,-326,662,-315
-135,-135,-135,-255,1070,-1025
-51,-51,-51,-71,539,-1458
-36,-36,-36,-310,134,-639
-18,-18,-18,-275,-57,-389
66,66,66,-112,-263,-415
160,160,160,-69,-443,-385
262,262,262,-105,-504,-176
315,315,315,-134,-451,47
306,306,306,-25,-383,187
227,227,227,148,-376,148
140,140,140,343,-406,-63
149,149,149,481,-469,-492
53,53,53,495,368,-1540
416,416,416,723,914,-2000
106,106,106,238,697,-1181
-51,-51,-51,-128,296,-136
-29,-29,-29,-46,133,162
-44,-44,-44,6,133,325
-135,-135,-135,26,259,550
-285,-285,-285,20,447,654
-365,-365,-365,76,547,228
-345,-345,-345,43,409,-239
-337,-337,-337,-287,310,-142
-334,-334,-334,-380,393,-36
-215,-215,-215,-280,674,-438
89,89,89,-117,994,-1194
329,329,329,-173,562,-1153
226,226,226,-340,155,-557
98,98,98,-228,-138,-333
46,46,46,-128,-345,-290
120,120,120,-98,-524,-187
221,221,221,-149,-539,22
267,267,267,-126,-432,190
239,239,239,77,-334,173
171,171,171,319,-313,-7
151,151,151,420,-289,-228
190,190,190,398,-206,-586
222,222,222,422,723,-1526
591,591,591,641,856,-1986
130,130,130,75,552,-703
-37,-37,-37,-125,251,-59
-65,-65,-65,9,122,103
-119,-119,-119,24,90,213
-164,-164,-164,55,166,332
-272,-272,-272,35,350,476
-406,-406,-406,2,416,351
-463,-463,-463,-4,375,-7
-396,-396,-396,-86,327,-216
-310,-310,-310,-248,418,-186
-345,-345,-345,-252,779,-384
-294,-294,-294,-69,672,-1019
-38,-38,-38,-66,457,-1087
129,129,129,-215,126,-610
138,138,138,-187,-80,-318
173,173,173,-49,-187,-270
208,208,208,-51,-357,-250
215,215,215,-140,-369,-61
259,259,259,-112,-318,148
244,244,244,42,-240,216
147,147,147,225,-229,64
72,72,72,267,-188,-121
114,114,114,197,-54,-295
63,63,63,164,386,-575
-146,-146,-146,375,850,-1484
-206,-206,-206,328,674,-1364
-75,-75,-75,-172,429,-263
73,73,73,-147,230,86
118,118,118,-75,133,222
122,122,122,-36,139,345
159,159,159,9,263,496
132,132,132,76,362,408
-72,-72,-72,103,297,205
-258,-258,-258,0,212,50
-329,-329,-329,-72,373,189
-347,-347,-347,-34,722,416
-771,-771,-771,58,686,-285
-945,-945,-945,69,346,-684
-411,-411,-411,-119,158,-239
-152,-152,-152,-57,21,-159
-89,-89,-89,23,-131,-200
-26,-26,-26,55,-235,-269
80,80,80,49,-250,-229
192,192,192,32,-215,-138
225,225,225,24,-163,-59
156,156,156,53,-163,-81
40,40,40,74,-159,-211
-106,-106,-106,36,-69,-309
-437,-437,-437,-32,419,-183
-1261,-1261,-1261,72,478,-1096
-1073,-1073,-1073,74,481,-858
-309,-309,-309,-168,440,-119
50,50,50,-122,265,81
156,156,156,-84,153,189
182,182,182,-76,94,274
154,154,154,-42,114,357
91,91,91,9,190,400
-23,-23,-23,77,269,359
-179,-179,-179,133,301,116
-367,-367,-367,104,223,-199
-470,-470,-470,-53,309,-211
-613,-613,-613,-225,547,-81
-613,-613,-613,-144,710,-470
-527,-527,-527,41,645,-894
-292,-292,-292,-67,266,-728
-71,-71,-71,-156,47,-439
79,79,79,-131,-56,-302
160,160,160,-91,-165,-272
182,182,182,-106,-228,-269
181,181,181,-102,-239,-180
197,197,197,-111,-250,-45
204,204,204,-124,-239,95
162,162,162,-44,-195,128
131,131,131,113,-226,29
177,177,177,263,-241,-93
184,184,184,248,-15,-242
37,37,37,429,646,-1313
46,46,46,562,882,-1573
-89,-89,-89,90,666,-701
-57,-57,-57,-5,390,-137
-10,-10,-10,37,243,90
-4,-4,-4,90,186,193
-35,-35,-35,98,191,261
-83,-83,-83,75,219,300
-92,-92,-92,26,237,294
-78,-78,-78,0,222,214
-106,-106,-106,1,244,77
-282,-282,-282,-7,402,-180
-440,-440,-440,-161,684,-544
-361,-361,-361,-224,830,-862
-143,-143,-143,-135,737,-1065
71,71,71,-231,295,-824
71,71,71,-353,52,-429
91,91,91,-296,-72,-218
104,104,104,-204,-131,-130
100,100,100,-132,-186,-131
93,93,93,-90,-215,-137
99,99,99,-60,-215,-95
111,111,111,-46,-216,-15
131,131,131,-32,-209,66
136,136,136,6,-209,108
123,123,123,115,-208,57
226,226,226,243,-238,-51
232,232,232,347,244,-580
452,452,452,652,570,-1377
414,414,414,379,824,-1091
235,235,235,73,601,-453
143,143,143,23,392,-107
79,79,79,48,291,55
19,19,19,81,261,127
-44,-44,-44,72,252,164
-99,-99,-99,-2,265,172
-123,-123,-123,-74,255,173
-124,-124,-124,-131,236,134
-152,-152,-152,-160,260,62
-264,-264,-264,-182,411,-42
-264,-264,-264,-183,725,-497
-54,-54,-54,-69,689,-981
111,111,111,-252,471,-908
176,176,176,-371,161,-521
152,152,152,-350,30,-285
135,135,135,-244,-40,-178
127,127,127,-162,-93,-109
133,133,133,-88,-118,-82
132,132,132,-16,-112,-61
120,120,120,-5,-111,-33
144,144,144,-52,-115,40
137,137,137,-45,-113,70
141,141,141,17,-111,102
169,169,169,104,-152,101
139,139,139,355,112,-328
299,299,299,728,11,-853
310,310,310,834,-85,-919
119,119,119,679,65,-676
206,206,206,534,-80,-410
198,198,198,360,-68,-308
140,140,140,206,17,-257
108,108,108,133,53,-234
104,104,104,110,73,-198
113,113,113,151,115,-201
112,112,112,181,142,-195
122,122,122,181,139,-204
147,147,147,155,159,-223
215,215,215,99,122,-259
325,325,325,4,47,-303
403,403,403,-67,-31,-315
397,397,397,-113,-55,-284
417,417,417,-142,-87,-216
396,396,396,-153,-81,-165
353,353,353,-174,-104,-111
297,297,297,-200,-123,-59
235,235,235,-218,-116,-12
190,190,190,-209,-119,13
164,164,164,-182,-127,26
137,137,137,-142,-125,30
137,137,137,-111,-119,24
121,121,121,-86,-108,48
118,118,118,-42,-109,25
130,130,130,13,-187,20
123,123,123,85,-126,-17
115,115,115,124,-125,-41
99,99,99,135,-127,-45
96,96,96,144,-168,-46
100,100,100,179,-204,-50
100,100,100,236,-240,-81
115,115,115,282,-283,-128
135,135,135,293,-330,-164
154,154,154,286,-357,-189
169,169,169,282,-354,-201
183,183,183,280,-344,-219
191,191,191,267,-326,-238
202,202,202,240,-297,-237
196,196,196,203,-249,-222
205,205,205,166,-199,-214
223,223,223,120,-175,-191
231,231,231,64,-133,-157
233,233,233,19,-120,-128
236,236,236,2,-132,-119
226,226,226,-3,-131,-113
212,212,212,-7,-124,-110
200,200,200,-12,-132,-121
206,206,206,-28,-200,-146
190,190,190,-47,-219,-158
169,169,169,-75,-190,-160
164,164,164,-108,-144,-149
181,181,181,-152,-165,-147
203,203,203,-193,-233,-157
206,206,206,-219,-299,-163
184,184,184,-212,-313,-164
151,151,151,-184,-283,-161
143,143,143,-162,-265,-164
141,141,141,-162,-247,-151
134,134,134,-176,-227,-127
135,135,135,-184,-230,-108
129,129,129,-176,-221,-86
111,111,111,-159,-183,-57
99,99,99,-123,-155,-38
91,91,91,-83,-145,-39
84,84,84,-50,-139,-41
74,74,74,-28,-136,-40
69,69,69,-2,-136,-37
71,71,71,22,-132,-39
81,81,81,43,-132,-41
96,96,96,54,-143,-40
118,118,118,61,-172,-43
157,157,157,74,-214,-50
176,176,176,104,-213,-69
184,184,184,130,-209,-106
210,210,210,152,-258,-123
214,214,214,161,-294,-136
214,214,214,160,-315,-146
216,216,216,157,-278,-150
223,223,223,147,-262,-157
222,222,222,115,-250,-154
227,227,227,75,-242,-137
232,232,232,41,-219,-110
237,237,237,30,-193,-89
241,241,241,35,-165,-84
239,239,239,32,-150,-85
229,229,229,18,-141,-82
215,215,215,2,-152,-80
202,202,202,-11,-149,-82
194,194,194,-23,-164,-100
193,193,193,-34,-223,-136
166,166,166,-40,-242,-154
134,134,134,-32,-237,-171
102,102,102,-17,-215,-193
63,63,63,-7,-228,-231
29,29,29,-15,-285,-259
-15,-15,-15,-40,-297,-264
-49,-49,-49,-75,-272,-259
-46,-46,-46,-123,-229,-249
-9,-9,-9,-153,-211,-244
28,28,28,-157,-200,-233
60,60,60,-156,-210,-217
56,56,56,-157,-163,-206
101,101,101,-160,-163,-224
133,133,133,-190,-117,-225
153,153,153,-224,-98,-211
181,181,181,-236,-221,-193
137,137,137,-233,-386,-89
23,23,23,-209,-303,2
-9,-9,-9,-135,-218,-17
61,61,61,-87,-240,3
130,130,130,-50,-264,-16
175,175,175,-23,-276,-21
173,173,173,13,-265,-1
131,131,131,66,-247,14
95,95,95,148,-231,-29
85,85,85,206,-208,-82
117,117,117,214,-215,-126
174,174,174,197,-254,-136
171,171,171,178,-231,-141
184,184,184,163,-229,-155
193,193,193,153,-203,-150
196,196,196,143,-178,-148
204,204,204,138,-160,-140
207,207,207,134,-135,-137
211,211,211,129,-127,-147
207,207,207,108,-143,-165
190,190,190,81,-135,-162
181,181,181,61,-89,-158
194,194,194,34,-66,-171
216,216,216,-1,-87,-187
241,241,241,-47,-131,-196
265,265,265,-83,-209,-220
275,275,275,-113,-256,-223
245,245,245,-142,-192,-178
239,239,239,-166,-139,-157
257,257,257,-189,-191,-192
238,238,238,-239,-241,-181
247,247,247,-269,-271,-162
236,236,236,-275,-277,-171
226,226,226,-271,-256,-140
191,191,191,-252,-218,-83
161,161,161,-270,-198,-67
107,107,107,-252,-210,-74
68,68,68,-172,-161,-8
60,60,60,-73,-166,10
